Name,Game,Area,Location
Krookodile,Shield,Isle of Armor,Den 150
Krookodile,Sword,Crown Tundra,Dynamax Adventure
Krookodile,Sword,Isle of Armor,Den 103
Krookodile,Sword,Isle of Armor,Den 104
Krookodile,Sword,Isle of Armor,Den 122
Krookodile,Sword,Isle of Armor,Den 150
Krookodile,Violet,Paldea,5☆
Kyogre,Shield,Crown Tundra,Dynamax Adventure
Kyurem,Shield,Crown Tundra,Dynamax Adventure
Kyurem,Sword,Crown Tundra,Dynamax Adventure
Lairon,Shield,Crown Tundra,Den 180
Lairon,Shield,Crown Tundra,Den 181
Lairon,Shield,Crown Tundra,Den 188
Lairon,Shield,Crown Tundra,Den 189
Lairon,Shield,Crown Tundra,Dynamax Adventure
Lairon,Sword,Crown Tundra,Den 180
Lairon,Sword,Crown Tundra,Den 181
Lairon,Sword,Crown Tundra,Den 188
Lairon,Sword,Crown Tundra,Den 189
Lairon,Sword,Crown Tundra,Dynamax Adventure
Lampent,Scarlet,Kitakami,4☆
Lampent,Shield,Crown Tundra,Den 160
Lampent,Shield,Crown Tundra,Dynamax Adventure
Lampent,Shield,Galar,Den 18
Lampent,Shield,Galar,Den 19
Lampent,Shield,Galar,Den 54
Lampent,Shield,Galar,Den 71
Lampent,Shield,Galar,Den 80
Lampent,Sword,Crown Tundra,Den 160
Lampent,Sword,Crown Tundra,Dynamax Adventure
Lampent,Sword,Galar,Den 18
Lampent,Sword,Galar,Den 19
Lampent,Sword,Galar,Den 54
Lampent,Sword,Galar,Den 71
Lampent,Sword,Galar,Den 80
Lampent,Violet,Kitakami,4☆
Landorus,Shield,Crown Tundra,Dynamax Adventure
Landorus,Sword,Crown Tundra,Dynamax Adventure
Lanturn,Scarlet,Terarium,4☆
Lanturn,Shield,Crown Tundra,Dynamax Adventure
Lanturn,Shield,Galar,Den 24
Lanturn,Shield,Galar,Den 25
Lanturn,Shield,Galar,Den 41
Lanturn,Shield,Galar,Den 56
Lanturn,Shield,Galar,Den 7
Lanturn,Shield,Galar,Den 72
Lanturn,Shield,Isle of Armor,Den 139
Lanturn,Shield,Isle of Armor,Den 140
Lanturn,Sword,Crown Tundra,Dynamax Adventure
Lanturn,Sword,Galar,Den 24
Lanturn,Sword,Galar,Den 25
Lanturn,Sword,Galar,Den 41
Lanturn,Sword,Galar,Den 56
Lanturn,Sword,Galar,Den 7
Lanturn,Sword,Galar,Den 72
Lanturn,Sword,Isle of Armor,Den 139
Lanturn,Sword,Isle of Armor,Den 140
Lanturn,Violet,Terarium,4☆
Lapras,Scarlet,Terarium,5☆
Lapras,Scarlet,Terarium,6☆
Lapras,Shield,Crown Tundra,Den 170
Lapras,Shield,Crown Tundra,Den 171
Lapras,Shield,Galar,Den 21
Lapras,Shield,Galar,Den 44
Lapras,Shield,Galar,Den 55
Lapras,Shield,Galar,Den 67
Lapras,Shield,Galar,Den 83
Lapras,Shield,Galar,Den 91
Lapras,Sword,Crown Tundra,Den 170
Lapras,Sword,Crown Tundra,Den 171
Lapras,Sword,Galar,Den 21
Lapras,Sword,Galar,Den 44
Lapras,Sword,Galar,Den 55
Lapras,Sword,Galar,Den 67
Lapras,Sword,Galar,Den 91
Lapras,Violet,Terarium,5☆
Lapras,Violet,Terarium,6☆
Larvesta,Scarlet,Paldea,3☆
Larvesta,Shield,Isle of Armor,Den 113
Larvesta,Shield,Isle of Armor,Den 114
Larvesta,Sword,Isle of Armor,Den 113
Larvesta,Sword,Isle of Armor,Den 114
Larvesta,Violet,Paldea,3☆
Larvitar,Scarlet,Paldea,3☆
Larvitar,Shield,Galar,Den 51
Latias,Shield,Crown Tundra,Dynamax Adventure
Latios,Sword,Crown Tundra,Dynamax Adventure
Leafeon,Scarlet,Paldea,6☆
Leafeon,Shield,Crown Tundra,Den 194
Leafeon,Shield,Crown Tundra,Den 195
Leafeon,Shield,Galar,Den 70
Leafeon,Sword,Crown Tundra,Den 194
Leafeon,Sword,Crown Tundra,Den 195
Leafeon,Sword,Galar,Den 70
Leafeon,Violet,Paldea,6☆
Leavanny,Scarlet,Kitakami,4☆
Leavanny,Scarlet,Kitakami,6☆
Leavanny,Violet,Kitakami,4☆
Leavanny,Violet,Kitakami,6☆
Lechonk,Scarlet,Paldea,1☆
Lechonk,Violet,Paldea,1☆
Lickilicky,Shield,Isle of Armor,Den 101
Lickilicky,Shield,Isle of Armor,Den 102
Lickilicky,Sword,Isle of Armor,Den 101
Lickilicky,Sword,Isle of Armor,Den 102
Lickitung,Shield,Crown Tundra,Dynamax Adventure
Lickitung,Shield,Isle of Armor,Den 101
Lickitung,Shield,Isle of Armor,Den 102
Lickitung,Sword,Crown Tundra,Dynamax Adventure
Lickitung,Sword,Isle of Armor,Den 101
Lickitung,Sword,Isle of Armor,Den 102
Liepard,Shield,Crown Tundra,Den 187
Liepard,Shield,Crown Tundra,Dynamax Adventure
Liepard,Shield,Galar,Den 35
Liepard,Shield,Galar,Den 63
Liepard,Shield,Galar,Den 69
Liepard,Shield,Galar,Den 88
Liepard,Shield,Isle of Armor,Den 122
Liepard,Sword,Crown Tundra,Den 187
Liepard,Sword,Crown Tundra,Dynamax Adventure
Liepard,Sword,Galar,Den 35
Liepard,Sword,Galar,Den 63
Liepard,Sword,Galar,Den 69
Liepard,Sword,Galar,Den 88
Liepard,Sword,Isle of Armor,Den 122
Lileep,Shield,Crown Tundra,Den 166
Lileep,Shield,Crown Tundra,Den 167
Lileep,Shield,Crown Tundra,Den 196
Lileep,Sword,Crown Tundra,Den 166
Lileep,Sword,Crown Tundra,Den 167
Lilligant (Unovan),Scarlet,Paldea,4☆
Lilligant (Unovan),Shield,Crown Tundra,Dynamax Adventure
Lilligant (Unovan),Shield,Isle of Armor,Den 111
Lilligant (Unovan),Shield,Isle of Armor,Den 112
Lilligant (Unovan),Sword,Crown Tundra,Dynamax Adventure
Lilligant (Unovan),Sword,Isle of Armor,Den 111
Lilligant (Unovan),Sword,Isle of Armor,Den 112
Lilligant (Unovan),Violet,Paldea,4☆
Lillipup,Shield,Isle of Armor,Den 100
Lillipup,Shield,Isle of Armor,Den 99
Lillipup,Sword,Isle of Armor,Den 100
Lillipup,Sword,Isle of Armor,Den 99
Linoone (Galarian),Shield,Crown Tundra,Den 186
Linoone (Galarian),Shield,Crown Tundra,Dynamax Adventure
Linoone (Galarian),Shield,Galar,Den 36
Linoone (Galarian),Shield,Galar,Den 40
Linoone (Galarian),Shield,Galar,Den 63
Linoone (Galarian),Shield,Galar,Den 69
Linoone (Galarian),Shield,Galar,Den 88
Linoone (Galarian),Sword,Crown Tundra,Den 186
Linoone (Galarian),Sword,Crown Tundra,Dynamax Adventure
Linoone (Galarian),Sword,Galar,Den 36
Linoone (Galarian),Sword,Galar,Den 40
Linoone (Galarian),Sword,Galar,Den 63
Linoone (Galarian),Sword,Galar,Den 69
Linoone (Galarian),Sword,Galar,Den 88
Linoone (Hoennian),Shield,Crown Tundra,Dynamax Adventure
Linoone (Hoennian),Sword,Crown Tundra,Dynamax Adventure
Litleo,Scarlet,Paldea,1☆
Litleo,Violet,Paldea,1☆
Litwick,Scarlet,Kitakami,2☆
Litwick,Shield,Galar,Den 18
Litwick,Shield,Galar,Den 19
Litwick,Shield,Galar,Den 20
Litwick,Shield,Galar,Den 53
Litwick,Shield,Galar,Den 54
Litwick,Shield,Galar,Den 71
Litwick,Shield,Galar,Den 77
Litwick,Shield,Galar,Den 80
Litwick,Shield,Isle of Armor,Den 114
Litwick,Sword,Galar,Den 18
Litwick,Sword,Galar,Den 19
Litwick,Sword,Galar,Den 20
Litwick,Sword,Galar,Den 53
Litwick,Sword,Galar,Den 54
Litwick,Sword,Galar,Den 71
Litwick,Sword,Galar,Den 77
Litwick,Sword,Galar,Den 80
Litwick,Sword,Isle of Armor,Den 114
Litwick,Violet,Kitakami,2☆
Lokix,Scarlet,Paldea,3☆
Lokix,Violet,Paldea,3☆
Lombre,Scarlet,Kitakami,3☆
Lombre,Shield,Galar,Den 26
Lombre,Shield,Galar,Den 58
Lombre,Shield,Galar,Den 59
Lombre,Shield,Galar,Den 79
Lombre,Violet,Kitakami,3☆
Lopunny,Shield,Crown Tundra,Dynamax Adventure
Lopunny,Shield,Isle of Armor,Den 100
Lopunny,Shield,Isle of Armor,Den 99
Lopunny,Sword,Crown Tundra,Dynamax Adventure
Lopunny,Sword,Isle of Armor,Den 100
Lopunny,Sword,Isle of Armor,Den 99
Lotad,Scarlet,Kitakami,2☆
Lotad,Shield,Galar,Den 26
Lotad,Shield,Galar,Den 58
Lotad,Shield,Galar,Den 59
Lotad,Shield,Galar,Den 79
Lotad,Violet,Kitakami,2☆
Loudred,Shield,Isle of Armor,Den 101
Loudred,Sword,Isle of Armor,Den 101
Lucario,Shield,Galar,Den 45
Lucario,Shield,Galar,Den 48
Lucario,Shield,Isle of Armor,Den 130
Lucario,Sword,Galar,Den 45
Lucario,Sword,Galar,Den 48
Lucario,Sword,Galar,Den 81
Lucario,Sword,Isle of Armor,Den 130
Ludicolo,Scarlet,Kitakami,5☆
Ludicolo,Scarlet,Kitakami,6☆
Ludicolo,Shield,Galar,Den 26
Ludicolo,Shield,Galar,Den 58
Ludicolo,Shield,Galar,Den 59
Ludicolo,Shield,Galar,Den 79
Ludicolo,Violet,Kitakami,5☆
Ludicolo,Violet,Kitakami,6☆
Lugia,Shield,Crown Tundra,Dynamax Adventure
Lumineon,Scarlet,Paldea,4☆
Lumineon,Violet,Paldea,4☆
Lunala,Shield,Crown Tundra,Dynamax Adventure
Lunatone,Shield,Galar,Den 2
Lurantis,Scarlet,Paldea,4☆
Lurantis,Shield,Crown Tundra,Dynamax Adventure
Lurantis,Shield,Isle of Armor,Den 111
Lurantis,Shield,Isle of Armor,Den 112
Lurantis,Shield,Isle of Armor,Den 154
Lurantis,Sword,Crown Tundra,Dynamax Adventure
Lurantis,Sword,Isle of Armor,Den 111
Lurantis,Sword,Isle of Armor,Den 112
Lurantis,Sword,Isle of Armor,Den 154
Lurantis,Violet,Paldea,4☆
Luvdisc,Scarlet,Paldea,2☆
Luvdisc,Violet,Paldea,2☆
Luxio,Scarlet,Paldea,3☆
Luxio,Shield,Isle of Armor,Den 105
Luxio,Shield,Isle of Armor,Den 106
Luxio,Sword,Isle of Armor,Den 105
Luxio,Sword,Isle of Armor,Den 106
Luxio,Violet,Paldea,3☆
Luxray,Scarlet,Paldea,5☆
Luxray,Shield,Crown Tundra,Dynamax Adventure
Luxray,Shield,Isle of Armor,Den 105
Luxray,Shield,Isle of Armor,Den 106
Luxray,Sword,Crown Tundra,Dynamax Adventure
Luxray,Sword,Isle of Armor,Den 105
Luxray,Sword,Isle of Armor,Den 106
Luxray,Violet,Paldea,5☆
Lycanroc (Dusk),Scarlet,Paldea,6☆
Lycanroc (Dusk),Violet,Paldea,6☆
Lycanroc (Midday),Scarlet,Paldea,4☆
Lycanroc (Midday),Shield,Crown Tundra,Dynamax Adventure
Lycanroc (Midday),Shield,Isle of Armor,Den 115
Lycanroc (Midday),Shield,Isle of Armor,Den 116
Lycanroc (Midday),Shield,Isle of Armor,Den 156
Lycanroc (Midday),Shield,Isle of Armor,Den 157
Lycanroc (Midday),Sword,Crown Tundra,Dynamax Adventure
Lycanroc (Midday),Sword,Isle of Armor,Den 115
Lycanroc (Midday),Sword,Isle of Armor,Den 116
Lycanroc (Midday),Sword,Isle of Armor,Den 156
Lycanroc (Midday),Sword,Isle of Armor,Den 157
Lycanroc (Midday),Violet,Paldea,4☆
Lycanroc (Midnight),Scarlet,Paldea,4☆
Lycanroc (Midnight),Shield,Crown Tundra,Dynamax Adventure
Lycanroc (Midnight),Shield,Isle of Armor,Den 115
Lycanroc (Midnight),Shield,Isle of Armor,Den 116
Lycanroc (Midnight),Shield,Isle of Armor,Den 156
Lycanroc (Midnight),Shield,Isle of Armor,Den 157
Lycanroc (Midnight),Sword,Crown Tundra,Dynamax Adventure
Lycanroc (Midnight),Sword,Isle of Armor,Den 115
Lycanroc (Midnight),Sword,Isle of Armor,Den 116
Lycanroc (Midnight),Sword,Isle of Armor,Den 156
Lycanroc (Midnight),Sword,Isle of Armor,Den 157
Lycanroc (Midnight),Violet,Paldea,4☆
Mabosstiff,Scarlet,Paldea,5☆
Mabosstiff,Scarlet,Paldea,6☆
Mabosstiff,Violet,Paldea,5☆
Mabosstiff,Violet,Paldea,6☆
Machamp,Shield,Crown Tundra,Den 173
Machamp,Shield,Galar,Den 1
Machamp,Shield,Galar,Den 48
Machamp,Sword,Crown Tundra,Den 173
Machamp,Sword,Galar,Den 1
Machamp,Sword,Galar,Den 48
Machamp,Sword,Galar,Den 81
Machoke,Shield,Crown Tundra,Dynamax Adventure
Machoke,Shield,Galar,Den 1
Machoke,Shield,Galar,Den 48
Machoke,Sword,Crown Tundra,Dynamax Adventure
Machoke,Sword,Galar,Den 1
Machoke,Sword,Galar,Den 48
Machoke,Sword,Galar,Den 81
Machop,Shield,Galar,Den 1
Machop,Shield,Galar,Den 48
Machop,Sword,Galar,Den 1
Machop,Sword,Galar,Den 48
Machop,Sword,Galar,Den 81
Magby,Scarlet,Terarium,2☆
Magby,Shield,Crown Tundra,Den 160
Magby,Shield,Crown Tundra,Den 161
Magby,Sword,Crown Tundra,Den 160
Magby,Sword,Crown Tundra,Den 161
Magby,Violet,Terarium,2☆
Magcargo,Scarlet,Kitakami,4☆
Magcargo,Violet,Kitakami,4☆
Magikarp,Scarlet,Paldea,2☆
Magikarp,Scarlet,Paldea,3☆
Magikarp,Shield,Galar,Den 44
Magikarp,Shield,Galar,Den 7
Magikarp,Shield,Galar,Den 75
Magikarp,Shield,Galar,Den 78
Magikarp,Shield,Isle of Armor,Den 146
Magikarp,Shield,Isle of Armor,Den 155
Magikarp,Sword,Galar,Den 44
Magikarp,Sword,Galar,Den 7
Magikarp,Sword,Galar,Den 75
Magikarp,Sword,Galar,Den 78
Magikarp,Sword,Isle of Armor,Den 146
Magikarp,Sword,Isle of Armor,Den 155
Magikarp,Violet,Paldea,2☆
Magikarp,Violet,Paldea,3☆
Magmar,Scarlet,Terarium,4☆
Magmar,Shield,Crown Tundra,Den 160
Magmar,Shield,Crown Tundra,Den 161
Magmar,Shield,Crown Tundra,Dynamax Adventure
Magmar,Sword,Crown Tundra,Den 160
Magmar,Sword,Crown Tundra,Den 161
Magmar,Sword,Crown Tundra,Dynamax Adventure
Magmar,Violet,Terarium,4☆
Magmortar,Scarlet,Terarium,5☆
Magmortar,Scarlet,Terarium,6☆
Magmortar,Shield,Crown Tundra,Den 160
Magmortar,Shield,Crown Tundra,Den 161
Magmortar,Sword,Crown Tundra,Den 160
Magmortar,Sword,Crown Tundra,Den 161
Magmortar,Violet,Terarium,5☆
Magmortar,Violet,Terarium,6☆
Magnemite,Scarlet,Paldea,2☆
Magnemite,Shield,Isle of Armor,Den 105
Magnemite,Shield,Isle of Armor,Den 129
Magnemite,Shield,Isle of Armor,Den 130
Magnemite,Sword,Isle of Armor,Den 105
Magnemite,Sword,Isle of Armor,Den 129
Magnemite,Sword,Isle of Armor,Den 130
Magnemite,Violet,Paldea,2☆
Magneton,Scarlet,Paldea,4☆
Magneton,Shield,Crown Tundra,Dynamax Adventure
Magneton,Shield,Isle of Armor,Den 105
Magneton,Shield,Isle of Armor,Den 129
Magneton,Shield,Isle of Armor,Den 130
Magneton,Sword,Crown Tundra,Dynamax Adventure
Magneton,Sword,Isle of Armor,Den 105
Magneton,Sword,Isle of Armor,Den 129
Magneton,Sword,Isle of Armor,Den 130
Magneton,Violet,Paldea,4☆
Magnezone,Scarlet,Paldea,5☆
Magnezone,Scarlet,Paldea,6☆
Magnezone,Shield,Isle of Armor,Den 105
Magnezone,Shield,Isle of Armor,Den 106
Magnezone,Shield,Isle of Armor,Den 129
Magnezone,Sword,Isle of Armor,Den 105
Magnezone,Sword,Isle of Armor,Den 106
Magnezone,Sword,Isle of Armor,Den 129
Magnezone,Violet,Paldea,5☆
Magnezone,Violet,Paldea,6☆
Makuhita,Scarlet,Paldea,1☆
Makuhita,Scarlet,Paldea,3☆
Makuhita,Violet,Paldea,1☆
Makuhita,Violet,Paldea,3☆
Malamar,Scarlet,Terarium,5☆
Malamar,Scarlet,Terarium,6☆
Malamar,Shield,Crown Tundra,Dynamax Adventure
Malamar,Shield,Galar,Den 35
Malamar,Shield,Galar,Den 50
Malamar,Shield,Galar,Den 68
Malamar,Shield,Galar,Den 69
Malamar,Shield,Isle of Armor,Den 121
Malamar,Shield,Isle of Armor,Den 122
Malamar,Sword,Crown Tundra,Dynamax Adventure
Malamar,Sword,Galar,Den 35
Malamar,Sword,Galar,Den 50
Malamar,Sword,Galar,Den 68
Malamar,Sword,Galar,Den 69
Malamar,Sword,Isle of Armor,Den 121
Malamar,Sword,Isle of Armor,Den 122
Malamar,Violet,Terarium,5☆
Malamar,Violet,Terarium,6☆
Mamoswine,Scarlet,Kitakami,5☆
Mamoswine,Scarlet,Kitakami,6☆
Mamoswine,Shield,Crown Tundra,Den 169
Mamoswine,Shield,Galar,Den 22
Mamoswine,Sword,Crown Tundra,Den 169
Mamoswine,Sword,Galar,Den 22
Mamoswine,Violet,Kitakami,5☆
Mamoswine,Violet,Kitakami,6☆
Mandibuzz,Scarlet,Kitakami,5☆
Mandibuzz,Scarlet,Kitakami,6☆
Mandibuzz,Shield,Galar,Den 31
Mandibuzz,Shield,Galar,Den 36
Mandibuzz,Shield,Galar,Den 63
Mandibuzz,Shield,Galar,Den 88
Mandibuzz,Shield,Isle of Armor,Den 107
Mandibuzz,Shield,Isle of Armor,Den 108
Mandibuzz,Violet,Kitakami,5☆
Mandibuzz,Violet,Kitakami,6☆
Manectric,Shield,Crown Tundra,Dynamax Adventure
Manectric,Shield,Galar,Den 24
Manectric,Shield,Isle of Armor,Den 106
Manectric,Sword,Crown Tundra,Dynamax Adventure
Manectric,Sword,Galar,Den 24
Manectric,Sword,Isle of Armor,Den 106
Mankey,Scarlet,Paldea,2☆
Mankey,Violet,Paldea,2☆
Mantine,Shield,Crown Tundra,Dynamax Adventure
Mantine,Shield,Galar,Den 67
Mantine,Shield,Galar,Den 7
Mantine,Shield,Galar,Den 76
Mantine,Shield,Isle of Armor,Den 137
Mantine,Shield,Isle of Armor,Den 138
Mantine,Sword,Crown Tundra,Dynamax Adventure
Mantine,Sword,Galar,Den 67
Mantine,Sword,Galar,Den 7
Mantine,Sword,Galar,Den 76
Mantine,Sword,Isle of Armor,Den 137
Mantine,Sword,Isle of Armor,Den 138
Mantyke,Shield,Galar,Den 67
Mantyke,Shield,Galar,Den 7
Mantyke,Shield,Galar,Den 76
Mantyke,Sword,Galar,Den 67
Mantyke,Sword,Galar,Den 7
Mantyke,Sword,Galar,Den 76
Maractus,Shield,Crown Tundra,Dynamax Adventure
Maractus,Shield,Galar,Den 28
Maractus,Shield,Isle of Armor,Den 112
Maractus,Sword,Crown Tundra,Dynamax Adventure
Maractus,Sword,Galar,Den 28
Maractus,Sword,Isle of Armor,Den 112
Mareanie,Scarlet,Paldea,3☆
Mareanie,Shield,Galar,Den 29
Mareanie,Shield,Galar,Den 41
Mareanie,Shield,Galar,Den 44
Mareanie,Shield,Galar,Den 67
Mareanie,Shield,Galar,Den 91
Mareanie,Shield,Isle of Armor,Den 120
Mareanie,Shield,Isle of Armor,Den 138
Mareanie,Sword,Galar,Den 29
Mareanie,Sword,Galar,Den 41
Mareanie,Sword,Galar,Den 44
Mareanie,Sword,Galar,Den 60
Mareanie,Sword,Galar,Den 67
Mareanie,Sword,Galar,Den 86
Mareanie,Sword,Galar,Den 91
Mareanie,Sword,Isle of Armor,Den 120
Mareanie,Sword,Isle of Armor,Den 138
Mareanie,Violet,Paldea,3☆
Mareep,Scarlet,Paldea,2☆
Mareep,Violet,Paldea,2☆
Marill,Scarlet,Paldea,3☆
Marill,Shield,Isle of Armor,Den 125
Marill,Shield,Isle of Armor,Den 126
Marill,Sword,Isle of Armor,Den 125
Marill,Sword,Isle of Armor,Den 126
Marill,Violet,Paldea,3☆
Marowak (Alolan),Shield,Crown Tundra,Dynamax Adventure
Marowak (Alolan),Sword,Crown Tundra,Dynamax Adventure
Marowak (Kantonian),Shield,Crown Tundra,Dynamax Adventure
Marowak (Kantonian),Shield,Isle of Armor,Den 103
Marowak (Kantonian),Shield,Isle of Armor,Den 104
Marowak (Kantonian),Shield,Isle of Armor,Den 127
Marowak (Kantonian),Sword,Crown Tundra,Dynamax Adventure
Marowak (Kantonian),Sword,Isle of Armor,Den 103
Marowak (Kantonian),Sword,Isle of Armor,Den 104
Marowak (Kantonian),Sword,Isle of Armor,Den 127
Marshtomp,Shield,Crown Tundra,Dynamax Adventure
Marshtomp,Sword,Crown Tundra,Dynamax Adventure
Maschiff,Scarlet,Paldea,1☆
Maschiff,Violet,Paldea,1☆
Masquerain,Scarlet,Paldea,4☆
Masquerain,Violet,Paldea,4☆
Maushold,Scarlet,Paldea,4☆
Maushold,Scarlet,Paldea,6☆
Maushold,Violet,Paldea,4☆
Maushold,Violet,Paldea,6☆
Mawile,Sword,Crown Tundra,Den 180
Mawile,Sword,Crown Tundra,Den 181
Mawile,Sword,Crown Tundra,Den 182
Mawile,Sword,Crown Tundra,Den 183
Mawile,Sword,Galar,Den 12
Mawile,Sword,Galar,Den 34
Mawile,Sword,Galar,Den 62
Mawile,Sword,Galar,Den 82
Medicham,Scarlet,Paldea,4☆
Medicham,Violet,Paldea,4☆
Meditite,Scarlet,Paldea,2☆
Meditite,Violet,Paldea,2☆
Meowstic,Scarlet,Terarium,4☆
Meowstic,Shield,Galar,Den 2
Meowstic,Shield,Isle of Armor,Den 118
Meowstic,Sword,Galar,Den 2
Meowstic,Sword,Isle of Armor,Den 118
Meowstic,Violet,Terarium,4☆
Meowth (Galarian),Shield,Crown Tundra,Den 189
Meowth (Galarian),Shield,Galar,Den 11
Meowth (Galarian),Shield,Galar,Den 49
Meowth (Galarian),Shield,Galar,Den 85
Meowth (Galarian),Shield,Isle of Armor,Den 130
Meowth (Galarian),Sword,Crown Tundra,Den 189
Meowth (Galarian),Sword,Galar,Den 11
Meowth (Galarian),Sword,Galar,Den 49
Meowth (Galarian),Sword,Galar,Den 85
Meowth (Galarian),Sword,Isle of Armor,Den 130
Meowth (Kantonian),Scarlet,Paldea,2☆
Meowth (Kantonian),Violet,Paldea,2☆
Mesprit,Shield,Crown Tundra,Dynamax Adventure
Mesprit,Sword,Crown Tundra,Dynamax Adventure
Metagross,Scarlet,Terarium,5☆
Metagross,Scarlet,Terarium,6☆
Metagross,Shield,Crown Tundra,Den 179
Metagross,Shield,Crown Tundra,Den 189
Metagross,Sword,Crown Tundra,Den 179
Metagross,Sword,Crown Tundra,Den 189
Metagross,Violet,Terarium,5☆
Metagross,Violet,Terarium,6☆
Metang,Scarlet,Terarium,4☆
Metang,Shield,Crown Tundra,Den 179
Metang,Shield,Crown Tundra,Den 188
Metang,Shield,Crown Tundra,Dynamax Adventure
Metang,Sword,Crown Tundra,Den 179
Metang,Sword,Crown Tundra,Den 188
Metang,Sword,Crown Tundra,Dynamax Adventure
Metang,Violet,Terarium,4☆
Metapod,Shield,Galar,Den 4
Metapod,Shield,Galar,Den 5
Metapod,Sword,Galar,Den 4
Metapod,Sword,Galar,Den 5
Mewtwo,Shield,Crown Tundra,Dynamax Adventure
Mewtwo,Sword,Crown Tundra,Dynamax Adventure
Mienfoo,Scarlet,Kitakami,3☆
Mienfoo,Shield,Isle of Armor,Den 123
Mienfoo,Shield,Isle of Armor,Den 124
Mienfoo,Sword,Isle of Armor,Den 123
Mienfoo,Sword,Isle of Armor,Den 124
Mienfoo,Violet,Kitakami,3☆
Mienshao,Scarlet,Kitakami,5☆
Mienshao,Scarlet,Kitakami,6☆
Mienshao,Shield,Crown Tundra,Dynamax Adventure
Mienshao,Shield,Isle of Armor,Den 123
Mienshao,Shield,Isle of Armor,Den 124
Mienshao,Sword,Crown Tundra,Dynamax Adventure
Mienshao,Sword,Isle of Armor,Den 123
Mienshao,Sword,Isle of Armor,Den 124
Mienshao,Violet,Kitakami,5☆
Mienshao,Violet,Kitakami,6☆
Mightyena,Scarlet,Kitakami,4☆
Mightyena,Violet,Kitakami,4☆
Milcery,Scarlet,Terarium,2☆
Milcery,Shield,Galar,Den 34
Milcery,Shield,Galar,Den 74
Milcery,Shield,Galar,Den 87
Milcery,Sword,Galar,Den 34
Milcery,Sword,Galar,Den 74
Milcery,Sword,Galar,Den 87
Milcery,Violet,Terarium,2☆
Milotic,Scarlet,Kitakami,5☆
Milotic,Scarlet,Kitakami,6☆
Milotic,Shield,Crown Tundra,Den 162
Milotic,Shield,Crown Tundra,Den 163
Milotic,Shield,Galar,Den 44
Milotic,Sword,Crown Tundra,Den 162
Milotic,Sword,Crown Tundra,Den 163
Milotic,Sword,Galar,Den 44
Milotic,Violet,Kitakami,5☆
Milotic,Violet,Kitakami,6☆
Miltank,Shield,Crown Tundra,Dynamax Adventure
Miltank,Shield,Isle of Armor,Den 101
Miltank,Shield,Isle of Armor,Den 102
Miltank,Sword,Crown Tundra,Dynamax Adventure
Miltank,Sword,Isle of Armor,Den 101
Miltank,Sword,Isle of Armor,Den 102
Mime Jr.,Shield,Crown Tundra,Den 178
Mime Jr.,Shield,Galar,Den 13
Mime Jr.,Shield,Galar,Den 14
Mime Jr.,Shield,Galar,Den 34
Mime Jr.,Sword,Crown Tundra,Den 178
Mime Jr.,Sword,Galar,Den 13
Mime Jr.,Sword,Galar,Den 14
Mime Jr.,Sword,Galar,Den 34
Mimikyu,Scarlet,Paldea,5☆
Mimikyu,Scarlet,Paldea,6☆
Mimikyu,Shield,Crown Tundra,Den 164
Mimikyu,Shield,Crown Tundra,Den 182
Mimikyu,Shield,Crown Tundra,Dynamax Adventure
Mimikyu,Shield,Galar,Den 62
Mimikyu,Sword,Crown Tundra,Den 164
Mimikyu,Sword,Crown Tundra,Den 182
Mimikyu,Sword,Crown Tundra,Dynamax Adventure
Mimikyu,Sword,Galar,Den 62
Mimikyu,Violet,Paldea,5☆
Mimikyu,Violet,Paldea,6☆
Minccino,Scarlet,Terarium,2☆
Minccino,Shield,Galar,Den 39
Minccino,Sword,Galar,Den 39
Minccino,Violet,Terarium,2☆
Minior,Scarlet,Terarium,5☆
Minior,Violet,Terarium,5☆
Minun,Scarlet,Terarium,3☆
Minun,Violet,Terarium,3☆
Misdreavus,Violet,Paldea,2☆
Mismagius,Violet,Paldea,5☆
Moltres,Shield,Crown Tundra,Dynamax Adventure
Moltres,Sword,Crown Tundra,Dynamax Adventure
Morelull,Shield,Galar,Den 28
Morelull,Shield,Galar,Den 33
Morelull,Shield,Galar,Den 59
Morelull,Shield,Galar,Den 62
Morelull,Shield,Isle of Armor,Den 126
Morelull,Sword,Galar,Den 28
Morelull,Sword,Galar,Den 33
Morelull,Sword,Galar,Den 59
Morelull,Sword,Galar,Den 62
Morelull,Sword,Galar,Den 82
Morelull,Sword,Isle of Armor,Den 126
Morgrem,Scarlet,Paldea,3☆
Morgrem,Shield,Crown Tundra,Den 186
Morgrem,Shield,Galar,Den 34
Morgrem,Shield,Galar,Den 36
Morgrem,Shield,Galar,Den 62
Morgrem,Shield,Galar,Den 74
Morgrem,Shield,Galar,Den 82
Morgrem,Shield,Galar,Den 87
Morgrem,Shield,Galar,Den 88
Morgrem,Sword,Crown Tundra,Den 186
Morgrem,Sword,Galar,Den 34
Morgrem,Sword,Galar,Den 36
Morgrem,Sword,Galar,Den 62
Morgrem,Sword,Galar,Den 74
Morgrem,Sword,Galar,Den 82
Morgrem,Sword,Galar,Den 87
Morgrem,Sword,Galar,Den 88
Morgrem,Violet,Paldea,3☆
Morpeko,Shield,Crown Tundra,Dynamax Adventure
Morpeko,Shield,Galar,Den 25
Morpeko,Shield,Galar,Den 56
